39, Adm-clerical, Male, <=50K
21, Handlers-cleaners, Male, <=50K
23, Tech-support, Male, <=50K
22, Other-service, Male, <=50K
55, Prof-specialty, Male, >50K
19, Sales, Female, <=50K
23, Handlers-cleaners, Male, <=50K
46, Transport-moving, Male, >50K
23, Adm-clerical, Female, <=50K
47, Exec-managerial, Male, >50K
23, Sales, Female, <=50K
42, Other-service, Male, >50K
22, Adm-clerical, Female, <=50K
18, Adm-clerical, Male, <=50K
37, Exec-managerial, Male, >50K
34, Craft-repair, Male, <=50K
30, Other-service, Female, <=50K
62, Farming-fishing, Female, <=50K
51, Handlers-cleaners, Male, <=50K
34, Other-service, Male, <=50K
28, Prof-specialty, Male, <=50K
56, Handlers-cleaners, Male, <=50K
46, Tech-support, Female, <=50K
46, Tech-support, Male, >50K
23, Adm-clerical, Female, <=50K
33, Adm-clerical, Female, <=50K
27, Other-service, Male, <=50K
21, Adm-clerical, Female, <=50K
18, ?, Male, <=50K
36, Machine-op-inspct, Male, >50K
37, Prof-specialty, Female, <=50K
39, Other-service, Male, <=50K
36, Transport-moving, Male, >50K
24, Craft-repair, Male, <=50K
26, Exec-managerial, Female, <=50K
37, Sales, Female, <=50K
34, Craft-repair, Male, <=50K
33, Exec-managerial, Female, <=50K
33, Protective-serv, Male, <=50K
20, Sales, Female, <=50K
26, Adm-clerical, Female, <=50K
47, Adm-clerical, Female, >50K
17, Sales, Female, <=50K
53, Exec-managerial, Male, <=50K
31, Sales, Female, <=50K
34, Machine-op-inspct, Male, <=50K
23, Other-service, Male, <=50K
39, Craft-repair, Male, >50K
22, ?, Female, <=50K
21, Adm-clerical, Female, <=50K
40, Adm-clerical, Female, <=50K
54, Adm-clerical, Male, >50K
32, Prof-specialty, Male, <=50K
29, Other-service, Female, <=50K
68, ?, Female, <=50K
27, Protective-serv, Male, >50K
54, Exec-managerial, Male, >50K
23, Priv-house-serv, Female, <=50K
38, Exec-managerial, Male, >50K
54, Other-service, Female, <=50K
21, Prof-specialty, Male, <=50K
40, Prof-specialty, Male, <=50K
19, Other-service, Female, <=50K
21, ?, Male, <=50K
35, Adm-clerical, Female, <=50K
39, Adm-clerical, Female, <=50K
38, Other-service, Male, <=50K
41, Handlers-cleaners, Male, >50K
26, Adm-clerical, Female, <=50K
35, Other-service, Female, <=50K
70, Craft-repair, Male, <=50K
45, Sales, Male, <=50K
83, Protective-serv, Male, <=50K
59, Other-service, Female, <=50K
18, Other-service, Male, <=50K
31, Adm-clerical, Male, <=50K
43, Prof-specialty, Female, >50K
24, Prof-specialty, Female, <=50K
33, Machine-op-inspct, Male, <=50K
48, Prof-specialty, Female, <=50K
27, Exec-managerial, Male, <=50K
41, Craft-repair, Male, <=50K
25, Other-service, Female, <=50K
53, Transport-moving, Male, >50K
66, Prof-specialty, Male, <=50K
31, Craft-repair, Male, >50K
30, Adm-clerical, Male, <=50K
22, Transport-moving, Male, <=50K
47, Sales, Male, >50K
74, Exec-managerial, Male, >50K
37, Adm-clerical, Male, >50K
35, Farming-fishing, Male, <=50K
51, Exec-managerial, Male, <=50K
40, Other-service, Female, <=50K
51, Prof-specialty, Male, >50K
26, Handlers-cleaners, Female, <=50K
53, Adm-clerical, Female, <=50K
32, Craft-repair, Male, <=50K
29, Craft-repair, Male, <=50K
42, Adm-clerical, Male, <=50K
22, Transport-moving, Male, <=50K
62, ?, Male, <=50K
33, Adm-clerical, Female, <=50K
21, Transport-moving, Male, <=50K
46, Prof-specialty, Male, >50K
25, Handlers-cleaners, Male, <=50K
29, Other-service, Male, <=50K
29, Prof-specialty, Male, <=50K
33, Sales, Male, >50K
50, Craft-repair, Male, <=50K
22, Adm-clerical, Female, <=50K
40, Craft-repair, Male, <=50K
28, Machine-op-inspct, Male, <=50K
54, Adm-clerical, Male, <=50K
29, Craft-repair, Male, <=50K
49, Machine-op-inspct, Female, <=50K
46, Other-service, Female, <=50K
71, Craft-repair, Male, <=50K
27, Farming-fishing, Male, <=50K
56, Adm-clerical, Female, <=50K
64, Tech-support, Male, >50K
23, Exec-managerial, Female, <=50K
36, Prof-specialty, Male, >50K
39, Prof-specialty, Male, >50K
26, Exec-managerial, Male, <=50K
31, Tech-support, Male, <=50K
36, Adm-clerical, Female, <=50K
43, Craft-repair, Male, >50K
25, Adm-clerical, Female, <=50K
27, Machine-op-inspct, Male, <=50K
24, Sales, Male, <=50K
50, Protective-serv, Male, <=50K
30, Craft-repair, Male, <=50K
24, Handlers-cleaners, Male, <=50K
41, Prof-specialty, Female, >50K
29, Exec-managerial, Male, <=50K
31, Exec-managerial, Male, <=50K
54, Exec-managerial, Female, <=50K
20, Sales, Female, <=50K
37, Other-service, Male, <=50K
28, Other-service, Male, <=50K
39, Adm-clerical, Female, >50K
46, Exec-managerial, Female, <=50K
35, Exec-managerial, Female, <=50K
36, Sales, Male, >50K
34, ?, Male, <=50K
44, Exec-managerial, Male, >50K
34, Exec-managerial, Male, <=50K
28, Sales, Male, >50K
38, Prof-specialty, Male, >50K
64, ?, Male, >50K
19, ?, Female, <=50K
35, Sales, Male, >50K
61, Adm-clerical, Female, <=50K
45, Sales, Female, <=50K
36, Transport-moving, Male, <=50K
34, Transport-moving, Male, <=50K
27, Sales, Male, <=50K
22, Craft-repair, Male, <=50K
26, Tech-support, Female, <=50K
19, Other-service, Female, <=50K
36, Farming-fishing, Male, <=50K
51, Exec-managerial, Male, >50K
63, Craft-repair, Male, >50K
51, Adm-clerical, Male, <=50K
20, Adm-clerical, Female, <=50K
42, Prof-specialty, Male, <=50K
40, ?, Female, <=50K
25, Craft-repair, Male, <=50K
40, Adm-clerical, Female, <=50K
41, ?, Female, >50K
49, Handlers-cleaners, Male, <=50K
46, Machine-op-inspct, Female, <=50K
32, Sales, Male, <=50K
28, Handlers-cleaners, Male, <=50K
19, ?, Male, <=50K
19, Adm-clerical, Female, <=50K
18, Adm-clerical, Male, <=50K
39, Sales, Male, <=50K
60, Prof-specialty, Female, <=50K
46, Prof-specialty, Female, <=50K
38, Machine-op-inspct, Female, >50K
36, Machine-op-inspct, Male, >50K
45, Sales, Male, <=50K
60, Prof-specialty, Female, <=50K
30, Craft-repair, Male, <=50K
22, Tech-support, Female, <=50K
23, Exec-managerial, Male, <=50K
48, Prof-specialty, Female, <=50K
46, Other-service, Female, <=50K
43, Exec-managerial, Male, >50K
25, Transport-moving, Male, <=50K
50, Prof-specialty, Male, <=50K
61, Sales, Male, <=50K
35, Sales, Male, <=50K
65, Exec-managerial, Female, <=50K
56, Transport-moving, Male, <=50K
43, Machine-op-inspct, Female, <=50K
55, Transport-moving, Male, <=50K
22, Adm-clerical, Female, <=50K
40, Machine-op-inspct, Male, <=50K
35, Farming-fishing, Male, <=50K
22, ?, Male, <=50K
20, Machine-op-inspct, Male, <=50K
46, Other-service, Male, >50K
43, Transport-moving, Male, <=50K
46, Adm-clerical, Female, <=50K
39, Other-service, Male, <=50K
34, Exec-managerial, Female, <=50K
35, Other-service, Female, <=50K
30, Adm-clerical, Male, <=50K
25, Machine-op-inspct, Male, <=50K
44, Exec-managerial, Male, >50K
35, Adm-clerical, Female, <=50K
41, Handlers-cleaners, Male, <=50K
43, Adm-clerical, Male, >50K
32, Adm-clerical, Female, <=50K
50, Craft-repair, Male, <=50K
20, Adm-clerical, Female, <=50K
29, Adm-clerical, Female, <=50K
38, Prof-specialty, Male, >50K
20, Handlers-cleaners, Male, <=50K
41, Sales, Female, <=50K
27, Exec-managerial, Female, <=50K
37, Craft-repair, Male, <=50K
62, Prof-specialty, Female, <=50K
31, Other-service, Male, <=50K
49, Adm-clerical, Female, <=50K
33, Prof-specialty, Female, <=50K
31, Craft-repair, Male, >50K
19, Other-service, Female, <=50K
44, Machine-op-inspct, Male, <=50K
31, Exec-managerial, Male, >50K
62, Farming-fishing, Female, <=50K
65, Exec-managerial, Male, >50K
17, Other-service, Male, <=50K
60, Transport-moving, Male, >50K
31, Craft-repair, Male, <=50K
29, Other-service, Female, <=50K
53, Machine-op-inspct, Male, >50K
44, Sales, Male, >50K
43, Sales, Male, <=50K
40, Craft-repair, Male, <=50K
18, Sales, Female, <=50K
47, Craft-repair, Female, <=50K
38, Prof-specialty, Male, <=50K
37, Other-service, Female, <=50K
40, Sales, Female, <=50K
57, Prof-specialty, Male, >50K
43, Other-service, Female, <=50K
32, Prof-specialty, Male, <=50K
64, Sales, Male, <=50K
18, Sales, Female, <=50K
40, Exec-managerial, Male, <=50K
17, ?, Female, <=50K
23, Machine-op-inspct, Male, <=50K
45, Adm-clerical, Female, <=50K
45, Prof-specialty, Female, <=50K
27, Other-service, Male, <=50K
23, Handlers-cleaners, Male, <=50K
58, Farming-fishing, Male, <=50K
35, Tech-support, Female, <=50K
47, Prof-specialty, Male, >50K
33, Exec-managerial, Male, <=50K
27, Prof-specialty, Male, >50K
46, Machine-op-inspct, Male, >50K
24, Craft-repair, Male, <=50K
40, Craft-repair, Male, >50K
44, Other-service, Female, <=50K
31, Protective-serv, Male, >50K
37, Adm-clerical, Male, >50K
23, Exec-managerial, Female, <=50K
30, Sales, Male, >50K
31, Other-service, Male, <=50K
24, ?, Female, <=50K
32, Exec-managerial, Male, <=50K
27, Transport-moving, Male, <=50K
35, Adm-clerical, Male, <=50K
27, Exec-managerial, Male, <=50K
30, Sales, Male, <=50K
33, Farming-fishing, Male, <=50K
34, Prof-specialty, Male, >50K
29, Craft-repair, Male, <=50K
26, Prof-specialty, Female, <=50K
39, Craft-repair, Male, <=50K
37, Exec-managerial, Male, >50K
51, Exec-managerial, Female, >50K
40, Craft-repair, Male, >50K
53, Craft-repair, Male, <=50K
58, Tech-support, Male, >50K
29, Tech-support, Male, >50K
33, Machine-op-inspct, Male, <=50K
57, Exec-managerial, Male, >50K
69, Protective-serv, Male, <=50K
20, Adm-clerical, Female, <=50K
56, Sales, Female, <=50K
49, Craft-repair, Male, <=50K
34, Machine-op-inspct, Male, <=50K
70, Craft-repair, Male, <=50K
44, Exec-managerial, Female, <=50K
37, Prof-specialty, Male, >50K
58, Prof-specialty, Male, <=50K
42, Prof-specialty, Female, <=50K
41, Sales, Male, <=50K
28, Adm-clerical, Female, <=50K
47, Prof-specialty, Male, >50K
24, Machine-op-inspct, Female, <=50K
58, Other-service, Male, >50K
18, Adm-clerical, Female, <=50K
50, Exec-managerial, Male, >50K
69, Adm-clerical, Female, <=50K
84, Prof-specialty, Male, <=50K
47, Exec-managerial, Male, >50K
19, Handlers-cleaners, Male, <=50K
24, Prof-specialty, Male, <=50K
48, ?, Male, <=50K
53, Machine-op-inspct, Male, <=50K
58, Sales, Male, <=50K
22, Handlers-cleaners, Male, <=50K
36, Exec-managerial, Male, <=50K
34, Adm-clerical, Female, <=50K
43, Prof-specialty, Female, <=50K
37, Handlers-cleaners, Male, <=50K
43, Tech-support, Male, >50K
42, Tech-support, Female, >50K
21, Other-service, Male, <=50K
49, Sales, Male, <=50K
35, Other-service, Male, <=50K
49, Craft-repair, Female, <=50K
28, Other-service, Male, <=50K
51, Craft-repair, Male, <=50K
30, ?, Female, <=50K
19, Other-service, Male, >50K
56, Other-service, Male, <=50K
20, Other-service, Male, <=50K
22, Adm-clerical, Female, <=50K
33, Machine-op-inspct, Male, >50K
54, ?, Male, <=50K
22, Craft-repair, Male, <=50K
68, Priv-house-serv, Female, <=50K
56, Exec-managerial, Female, <=50K
23, ?, Male, <=50K
69, Adm-clerical, Male, <=50K
41, Tech-support, Male, <=50K
33, Machine-op-inspct, Female, <=50K
18, Sales, Female, <=50K
17, Other-service, Male, <=50K
31, Handlers-cleaners, Male, <=50K
50, Tech-support, Male, >50K
62, Handlers-cleaners, Female, <=50K
41, Adm-clerical, Female, <=50K
20, Other-service, Female, <=50K
23, Sales, Male, <=50K
18, Other-service, Male, <=50K
53, ?, Male, <=50K
42, Craft-repair, Male, <=50K
23, Prof-specialty, Male, <=50K
43, Adm-clerical, Female, <=50K
47, Sales, Male, <=50K
53, Other-service, Male, <=50K
28, Handlers-cleaners, Male, <=50K
28, Protective-serv, Male, <=50K
44, Prof-specialty, Male, <=50K
58, Machine-op-inspct, Male, <=50K
25, ?, Female, <=50K
26, Machine-op-inspct, Female, <=50K
36, Farming-fishing, Male, <=50K
27, Other-service, Female, <=50K
39, Exec-managerial, Male, >50K
25, Exec-managerial, Male, <=50K
17, Other-service, Female, <=50K
39, Exec-managerial, Male, <=50K
52, Machine-op-inspct, Male, <=50K
24, Sales, Female, <=50K
26, Farming-fishing, Male, <=50K
24, ?, Female, <=50K
32, Handlers-cleaners, Male, >50K
49, Protective-serv, Male, >50K
20, ?, Female, <=50K
40, Farming-fishing, Male, <=50K
52, Exec-managerial, Male, >50K
33, Adm-clerical, Male, <=50K
19, Machine-op-inspct, Male, <=50K
37, Prof-specialty, Male, <=50K
21, Tech-support, Female, <=50K
33, Adm-clerical, Male, <=50K
28, Prof-specialty, Female, <=50K
48, Craft-repair, Male, <=50K
43, Tech-support, Male, <=50K
32, Machine-op-inspct, Male, <=50K
28, Other-service, Male, <=50K
47, Prof-specialty, Male, <=50K
37, Adm-clerical, Male, >50K
26, Sales, Male, <=50K
55, Other-service, Male, <=50K
40, Sales, Female, <=50K
31, Exec-managerial, Male, >50K
39, Other-service, Male, >50K
54, Sales, Male, >50K
38, Sales, Male, <=50K
53, Farming-fishing, Male, <=50K
27, Prof-specialty, Female, <=50K
42, Exec-managerial, Male, >50K
62, Adm-clerical, Female, <=50K
47, Adm-clerical, Male, <=50K
26, Exec-managerial, Female, <=50K
33, ?, Female, <=50K
59, Other-service, Male, <=50K
42, Prof-specialty, Female, <=50K
25, Prof-specialty, Male, >50K
58, Sales, Male, <=50K
30, Sales, Female, <=50K
21, Craft-repair, Female, <=50K
61, Protective-serv, Male, <=50K
33, Handlers-cleaners, Male, <=50K
51, Tech-support, Male, >50K
70, Exec-managerial, Female, <=50K
55, ?, Male, >50K
29, Craft-repair, Male, <=50K
46, Prof-specialty, Female, <=50K
35, Exec-managerial, Female, <=50K
31, Craft-repair, Male, >50K
37, Exec-managerial, Male, >50K
43, Sales, Male, >50K
23, Sales, Male, <=50K
41, Craft-repair, Male, >50K
42, Prof-specialty, Female, >50K
26, Adm-clerical, Female, <=50K
45, Exec-managerial, Male, >50K
25, Sales, Male, <=50K
33, ?, Male, <=50K
38, Machine-op-inspct, Male, >50K
28, Exec-managerial, Female, <=50K
68, Prof-specialty, Male, <=50K
42, Craft-repair, Male, >50K
35, Sales, Male, <=50K
36, Adm-clerical, Female, <=50K
33, Craft-repair, Male, <=50K
22, Adm-clerical, Female, <=50K
45, Protective-serv, Male, >50K
24, Other-service, Female, <=50K
57, Other-service, Male, <=50K
36, Prof-specialty, Male, >50K
41, Adm-clerical, Female, <=50K
26, Prof-specialty, Female, <=50K
25, Farming-fishing, Female, <=50K
53, Farming-fishing, Male, <=50K
28, Prof-specialty, Male, <=50K
30, Prof-specialty, Female, <=50K
38, Craft-repair, Male, <=50K
37, Protective-serv, Male, <=50K
30, Prof-specialty, Male, <=50K
41, Machine-op-inspct, Female, <=50K
29, ?, Male, <=50K
31, Craft-repair, Male, <=50K
36, Craft-repair, Male, <=50K
59, Exec-managerial, Male, <=50K
33, Craft-repair, Male, <=50K
29, Sales, Male, >50K
49, Machine-op-inspct, Male, >50K
50, Craft-repair, Male, <=50K
33, Exec-managerial, Male, >50K
28, Handlers-cleaners, Male, <=50K
81, ?, Female, <=50K
24, Tech-support, Female, <=50K
32, Craft-repair, Male, <=50K
47, Transport-moving, Male, >50K
44, ?, Male, <=50K
24, Exec-managerial, Male, <=50K
37, Tech-support, Female, >50K
51, Sales, Male, >50K
52, Transport-moving, Male, <=50K
22, Adm-clerical, Female, <=50K
28, Other-service, Male, <=50K
47, Craft-repair, Male, <=50K
43, Craft-repair, Male, <=50K
25, Exec-managerial, Male, <=50K
43, Transport-moving, Male, >50K
25, Exec-managerial, Female, <=50K
59, Prof-specialty, Male, <=50K
29, Prof-specialty, Female, <=50K
30, Machine-op-inspct, Female, <=50K
24, Machine-op-inspct, Female, <=50K
38, Other-service, Male, <=50K
37, Exec-managerial, Male, >50K
26, Machine-op-inspct, Male, <=50K
30, Other-service, Female, <=50K
73, Prof-specialty, Male, >50K
30, Machine-op-inspct, Male, <=50K
33, Other-service, Male, <=50K
46, Transport-moving, Male, <=50K
40, ?, Female, <=50K
18, Other-service, Male, <=50K
35, Prof-specialty, Female, >50K
22, Adm-clerical, Female, <=50K
50, Sales, Male, <=50K
62, ?, Male, <=50K
39, Exec-managerial, Male, >50K
22, Sales, Male, <=50K
33, Adm-clerical, Female, <=50K
31, Handlers-cleaners, Female, <=50K
29, Adm-clerical, Male, <=50K
38, Machine-op-inspct, Male, >50K
24, Sales, Female, <=50K
29, Protective-serv, Female, <=50K
49, Adm-clerical, Male, >50K
33, Machine-op-inspct, Male, <=50K
28, Machine-op-inspct, Male, <=50K
22, Adm-clerical, Female, <=50K
37, Machine-op-inspct, Male, <=50K
30, Craft-repair, Male, <=50K
49, Craft-repair, Male, <=50K
29, Exec-managerial, Male, <=50K
25, Exec-managerial, Female, <=50K
36, Adm-clerical, Female, <=50K
36, Prof-specialty, Male, <=50K
21, Other-service, Male, <=50K
18, Other-service, Female, <=50K
30, Protective-serv, Male, <=50K
44, Adm-clerical, Female, <=50K
40, Transport-moving, Male, <=50K
43, Exec-managerial, Male, <=50K
45, Exec-managerial, Male, >50K
29, Sales, Female, <=50K
40, Adm-clerical, Female, <=50K
43, Other-service, Male, <=50K
20, Other-service, Female, <=50K
32, Tech-support, Male, <=50K
19, Other-service, Female, <=50K
21, Machine-op-inspct, Male, <=50K
23, Handlers-cleaners, Male, <=50K
24, Other-service, Female, <=50K
52, Other-service, Male, <=50K
51, ?, Female, <=50K
19, Other-service, Male, <=50K
54, Sales, Male, >50K
50, Machine-op-inspct, Female, <=50K
29, Machine-op-inspct, Male, <=50K
17, Tech-support, Male, <=50K
47, Other-service, Female, <=50K
46, Prof-specialty, Female, <=50K
30, Handlers-cleaners, Male, <=50K
58, Other-service, Female, <=50K
48, Prof-specialty, Female, <=50K
23, Protective-serv, Male, <=50K
23, Adm-clerical, Female, <=50K
45, Craft-repair, Male, <=50K
20, Sales, Male, <=50K
26, Machine-op-inspct, Male, <=50K
50, Prof-specialty, Female, >50K
49, Sales, Male, >50K
26, Other-service, Male, <=50K
47, Adm-clerical, Male, <=50K
31, Sales, Male, <=50K
19, ?, Female, <=50K
23, Other-service, Male, <=50K
35, Craft-repair, Male, <=50K
46, Craft-repair, Male, >50K
28, Craft-repair, Male, <=50K
58, Exec-managerial, Male, >50K
21, Adm-clerical, Female, <=50K
50, Sales, Female, <=50K
30, ?, Female, <=50K
31, Prof-specialty, Female, <=50K
31, Adm-clerical, Female, <=50K
35, Craft-repair, Male, >50K
33, Prof-specialty, Male, >50K
34, Prof-specialty, Male, >50K
67, ?, Male, >50K
37, Handlers-cleaners, Male, >50K
48, Prof-specialty, Male, >50K
34, Exec-managerial, Male, <=50K
24, Exec-managerial, Male, <=50K
55, Priv-house-serv, Female, <=50K
50, Tech-support, Male, >50K
40, Sales, Male, >50K
33, Handlers-cleaners, Male, <=50K
51, Craft-repair, Male, <=50K
30, Machine-op-inspct, Male, <=50K
41, Machine-op-inspct, Male, <=50K
47, Exec-managerial, Male, >50K
27, Farming-fishing, Male, <=50K
37, Prof-specialty, Female, >50K
40, Craft-repair, Male, <=50K
36, Machine-op-inspct, Male, <=50K
37, Machine-op-inspct, Male, <=50K
38, Prof-specialty, Male, >50K
40, Craft-repair, Male, <=50K
35, Exec-managerial, Female, <=50K
47, Machine-op-inspct, Female, >50K
20, ?, Male, <=50K
33, Prof-specialty, Male, >50K
45, Adm-clerical, Female, <=50K
66, ?, Male, >50K
35, Sales, Female, <=50K
32, Adm-clerical, Male, <=50K
23, Other-service, Male, <=50K
19, Other-service, Female, <=50K
44, ?, Male, <=50K
20, Handlers-cleaners, Male, <=50K
44, Sales, Male, <=50K
41, Adm-clerical, Male, <=50K
19, Adm-clerical, Female, <=50K
48, Other-service, Female, <=50K
45, Sales, Male, >50K
40, Other-service, Male, <=50K
34, Craft-repair, Male, >50K
20, Sales, Female, <=50K
33, Adm-clerical, Female, <=50K
30, Adm-clerical, Female, <=50K
23, Handlers-cleaners, Male, <=50K
34, Other-service, Female, <=50K
48, Craft-repair, Male, >50K
32, ?, Female, <=50K
42, Craft-repair, Male, >50K
22, Adm-clerical, Male, <=50K
60, Craft-repair, Male, >50K
42, Exec-managerial, Male, >50K
45, Exec-managerial, Female, <=50K
47, Other-service, Female, <=50K
29, Exec-managerial, Female, >50K
34, Sales, Male, <=50K
34, Prof-specialty, Female, >50K
39, Adm-clerical, Male, <=50K
29, Prof-specialty, Female, <=50K
42, Sales, Male, <=50K
48, Other-service, Female, <=50K
53, Exec-managerial, Male, >50K
51, Adm-clerical, Female, <=50K
44, Farming-fishing, Male, <=50K
46, Exec-managerial, Male, >50K
51, Craft-repair, Female, >50K
32, Craft-repair, Female, <=50K
22, ?, Male, <=50K
24, Other-service, Male, <=50K
33, Prof-specialty, Female, <=50K
47, Craft-repair, Male, <=50K
64, Prof-specialty, Male, <=50K
62, Exec-managerial, Male, >50K
52, Exec-managerial, Male, >50K
39, Sales, Female, <=50K
42, Prof-specialty, Male, <=50K
38, Sales, Male, >50K
55, Transport-moving, Male, <=50K
29, ?, Female, <=50K
42, Prof-specialty, Female, <=50K
30, Exec-managerial, Female, >50K
32, Craft-repair, Male, <=50K
36, ?, Male, <=50K
50, Sales, Female, <=50K
27, Machine-op-inspct, Male, <=50K
47, Exec-managerial, Male, <=50K
33, Machine-op-inspct, Male, <=50K
48, Adm-clerical, Male, <=50K
23, Other-service, Male, <=50K
31, Exec-managerial, Male, >50K
26, Machine-op-inspct, Male, <=50K
61, Sales, Male, <=50K
50, Sales, Male, <=50K
49, Prof-specialty, Male, >50K
57, ?, Male, >50K
19, Other-service, Male, <=50K
18, Handlers-cleaners, Male, <=50K
44, Other-service, Female, <=50K
54, Sales, Male, <=50K
35, Protective-serv, Male, >50K
27, Prof-specialty, Male, <=50K
50, Farming-fishing, Male, <=50K
43, Craft-repair, Male, <=50K
28, Adm-clerical, Male, <=50K
47, Exec-managerial, Male, <=50K
21, Farming-fishing, Male, <=50K
30, Prof-specialty, Female, <=50K
19, Craft-repair, Male, <=50K
40, Other-service, Male, <=50K
55, Sales, Male, >50K
67, ?, Male, <=50K
31, Machine-op-inspct, Male, <=50K
30, Exec-managerial, Male, <=50K
54, ?, Female, <=50K
51, Prof-specialty, Female, <=50K
34, Transport-moving, Female, <=50K
59, Exec-managerial, Male, >50K
50, Exec-managerial, Female, <=50K
29, Machine-op-inspct, Male, <=50K
17, Farming-fishing, Male, <=50K
24, Other-service, Female, <=50K
52, ?, Male, <=50K
39, Prof-specialty, Female, >50K
18, ?, Female, <=50K
32, Handlers-cleaners, Male, <=50K
25, ?, Female, <=50K
34, Machine-op-inspct, Female, <=50K
44, Prof-specialty, Male, >50K
37, Adm-clerical, Female, <=50K
39, Exec-managerial, Female, >50K
32, Prof-specialty, Male, >50K
23, Other-service, Female, <=50K
45, Adm-clerical, Male, <=50K
30, Handlers-cleaners, Male, <=50K
20, Other-service, Female, <=50K
41, Craft-repair, Male, <=50K
21, Sales, Female, <=50K
48, Other-service, Male, <=50K
31, Prof-specialty, Male, >50K
34, Handlers-cleaners, Male, <=50K
25, Other-service, Male, <=50K
41, Craft-repair, Male, <=50K
35, Prof-specialty, Male, >50K
42, Exec-managerial, Female, <=50K
34, Transport-moving, Male, >50K
44, Machine-op-inspct, Male, <=50K
32, Exec-managerial, Male, >50K
25, Sales, Male, <=50K
23, Transport-moving, Male, <=50K
36, Prof-specialty, Male, >50K
53, Sales, Male, >50K
27, Prof-specialty, Male, <=50K
27, Adm-clerical, Female, <=50K
57, Exec-managerial, Female, <=50K
17, Sales, Female, <=50K
59, Adm-clerical, Female, <=50K
34, Other-service, Female, <=50K
30, Transport-moving, Male, <=50K
31, Adm-clerical, Female, <=50K
18, ?, Male, <=50K
23, Sales, Male, <=50K
19, Transport-moving, Male, <=50K
20, Farming-fishing, Male, <=50K
52, Sales, Male, <=50K
39, Prof-specialty, Male, >50K
27, Other-service, Female, <=50K
19, Sales, Female, <=50K
38, Prof-specialty, Female, <=50K
19, Handlers-cleaners, Male, <=50K
34, Prof-specialty, Female, >50K
41, Transport-moving, Male, <=50K
23, Machine-op-inspct, Female, <=50K
24, ?, Male, <=50K
24, Adm-clerical, Female, <=50K
22, Transport-moving, Male, <=50K
45, Prof-specialty, Male, >50K
45, Exec-managerial, Male, >50K
48, Exec-managerial, Male, >50K
42, Sales, Male, <=50K
35, Sales, Male, <=50K
32, Other-service, Female, <=50K
51, Exec-managerial, Female, <=50K
59, Exec-managerial, Male, >50K
31, Transport-moving, Male, <=50K
27, Tech-support, Male, <=50K
29, Handlers-cleaners, Male, >50K
57, Adm-clerical, Female, <=50K
40, Other-service, Male, <=50K
31, Machine-op-inspct, Male, <=50K
23, Machine-op-inspct, Male, <=50K
42, Adm-clerical, Female, <=50K
60, Sales, Male, <=50K
53, Exec-managerial, Female, >50K
20, ?, Female, <=50K
27, Handlers-cleaners, Male, <=50K
31, Transport-moving, Male, <=50K
29, Craft-repair, Male, <=50K
22, Farming-fishing, Male, <=50K
42, Prof-specialty, Female, >50K
63, Prof-specialty, Male, >50K
28, Sales, Male, <=50K
79, Adm-clerical, Male, <=50K
39, Craft-repair, Male, >50K
29, Other-service, Male, <=50K
60, Other-service, Male, <=50K
58, Other-service, Female, <=50K
20, Other-service, Female, <=50K
44, Transport-moving, Male, >50K
47, Transport-moving, Male, <=50K
59, Protective-serv, Male, >50K
37, Exec-managerial, Male, <=50K
21, Machine-op-inspct, Male, <=50K
68, Exec-managerial, Female, <=50K
43, Adm-clerical, Male, <=50K
23, ?, Female, <=50K
23, Craft-repair, Female, <=50K
40, Adm-clerical, Female, <=50K
45, Sales, Female, <=50K
34, ?, Male, >50K
22, Tech-support, Male, <=50K
38, Prof-specialty, Male, >50K
24, Sales, Male, <=50K
23, Sales, Female, <=50K
39, Adm-clerical, Male, >50K
26, Craft-repair, Male, <=50K
24, Handlers-cleaners, Male, <=50K
22, Adm-clerical, Male, <=50K
36, Prof-specialty, Male, <=50K
20, Priv-house-serv, Female, <=50K
18, Other-service, Male, <=50K
38, Exec-managerial, Male, >50K
43, Farming-fishing, Male, <=50K
56, Exec-managerial, Male, <=50K
42, Exec-managerial, Male, >50K
35, Exec-managerial, Male, >50K
31, Adm-clerical, Female, <=50K
73, Transport-moving, Male, <=50K
32, Exec-managerial, Female, <=50K
37, Exec-managerial, Male, >50K
66, Handlers-cleaners, Male, <=50K
22, Other-service, Female, <=50K
51, Sales, Male, <=50K
31, Other-service, Male, <=50K
65, Adm-clerical, Female, <=50K
39, Craft-repair, Female, <=50K
48, Adm-clerical, Female, <=50K
20, Other-service, Female, <=50K
28, ?, Male, <=50K
48, Sales, Male, >50K
29, Prof-specialty, Male, <=50K
36, Prof-specialty, Male, >50K
35, Exec-managerial, Male, >50K
31, Transport-moving, Male, >50K
48, Protective-serv, Male, <=50K
36, Tech-support, Male, <=50K
40, Farming-fishing, Male, <=50K
57, Prof-specialty, Male, <=50K
26, Prof-specialty, Female, <=50K
37, Other-service, Female, <=50K
65, Exec-managerial, Male, >50K
26, Prof-specialty, Female, <=50K
42, Tech-support, Male, <=50K
47, Exec-managerial, Male, >50K
62, Craft-repair, Male, <=50K
27, Exec-managerial, Male, <=50K
76, Sales, Male, <=50K
20, ?, Female, <=50K
29, Adm-clerical, Female, <=50K
29, Transport-moving, Male, >50K
32, Machine-op-inspct, Male, <=50K
22, Craft-repair, Male, <=50K
30, Adm-clerical, Female, <=50K
43, Adm-clerical, Female, <=50K
